case_id,kind,role,server,tier,eligible_when,block_ids,layout,input_channels,width,depth,teacher_ref_alias,teacher_seed,student_seed,profile,total_updates,teacher_run_id,teacher_checkpoint_sha256,lr_U_peak,lr_A_peak,A_multiplier_after_10000,alpha,beta,lambda_E,planned_config_path,status
FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73501_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B02""]",PL,10,104,"[1, 2, 2]",F5,71002,73501,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73501_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73502_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B03""]",PL,10,104,"[1, 2, 2]",F5,71002,73502,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73502_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73503_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B04""]",PL,10,104,"[1, 2, 2]",F5,71002,73503,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73503_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73504_BASE_FRESH50_v1,TRAIN,S,s5,CORE,ALWAYS,"[""FH20R1_S5_B05""]",PL,10,104,"[1, 2, 2]",F5,71002,73504,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73504_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73505_BASE_FRESH50_v1,TRAIN,S,s5,RESERVE,ALWAYS,"[""FH20R1_S5_B07""]",PLH,11,104,"[1, 2, 1]",F5,71002,73505,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73505_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73506_BASE_FRESH50_v1,TRAIN,S,s5,RESERVE,ALWAYS,"[""FH20R1_S5_B08""]",PLH,11,104,"[1, 2, 1]",F5,71002,73506,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D121_WV3_TF5_TS71002_SS73506_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73505_BASE_FRESH50_v1,TRAIN,S,s5,RESERVE,ALWAYS,"[""FH20R1_S5_B07""]",PLH,11,104,"[1, 2, 2]",F5,71002,73505,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73505_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73506_BASE_FRESH50_v1,TRAIN,S,s5,RESERVE,ALWAYS,"[""FH20R1_S5_B08""]",PLH,11,104,"[1, 2, 2]",F5,71002,73506,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PLH_W104_D122_WV3_TF5_TS71002_SS73506_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73505_BASE_FRESH50_v1,TRAIN,S,s5,RESERVE,ALWAYS,"[""FH20R1_S5_B07""]",PL,10,104,"[1, 2, 1]",F5,71002,73505,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73505_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73506_BASE_FRESH50_v1,TRAIN,S,s5,RESERVE,ALWAYS,"[""FH20R1_S5_B08""]",PL,10,104,"[1, 2, 1]",F5,71002,73506,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D121_WV3_TF5_TS71002_SS73506_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73505_BASE_FRESH50_v1,TRAIN,S,s5,RESERVE,ALWAYS,"[""FH20R1_S5_B07""]",PL,10,104,"[1, 2, 2]",F5,71002,73505,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73505_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73506_BASE_FRESH50_v1,TRAIN,S,s5,RESERVE,ALWAYS,"[""FH20R1_S5_B08""]",PL,10,104,"[1, 2, 2]",F5,71002,73506,BASE,50000,FH12_S5_T_PLH_W112_D123_WV3_S71002_FRESH50_v1,dff2b0c1b4e00422ce184d9e7590ba78e88d750bb42674997423542ad20916c2,0.0001,3e-06,1.0,1.0,0.1,0.002,config/FH20R1_S5_S_PL_W104_D122_WV3_TF5_TS71002_SS73506_BASE_FRESH50_v1.yaml,PLANNED_NOT_REGISTERED
